	origin_source_name	origin_entity_id	tamr_id	API_NUMBER	COUNTY	LATITUDE_UNIFIED	LONGITUDE_UNIFIED	LATITUDE_SURFACE	LATITUDE_BOTTOM	LONGITUDE_BOTTOM	LONGITUDE_SURFACE	OPERATOR_ID	OPERATOR_NAME	SPUD_DATE	WELL_NAME	WELL_NUMBER	WELL_STATUS	FIELD_NAME	FIELD_ID	LEASE_NAME	NAMES_UNIFIED	WELL_NAME_UNIFIED	SPUD_DATE_tamr	API_NUMBER_strip	Geofeature
335	p	1	9		WEBB	27.3432163	-99.3155682	27.3432163	27.3432163	-99.3155682	-99.3155682	402704		2002-02-24T00:00:00		17	W			HUBBERD, WILLIAM -D-	HUBBERD, WILLIAM -D-	HUBBERD, WILLIAM -D- 17	2002-02-24		{'point': [-99.3155682, 27.3432163], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1329	p	9	7		MITCHELL	32.3825034	-101.0968118	32.3825034	32.3825034	-101.0968118	-101.0968118	833586				6				GRANT	GRANT	GRANT 6			{'point': [-101.0968118, 32.3825034], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1168	p	2	7		WISE	32.9996735	-97.4067059	32.9996735	32.9996735	-97.4067059	-97.4067059	570655		1993-11-13T00:00:00		2	W			SLAY, C.W.	SLAY, C.W.	SLAY, C.W. 2	1993-11-13		{'point': [-97.4067059, 32.9996735], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
820	a	2	7	3500935482	BECKHAM	35.121188399999994	-99.4532554					22081	CORNELIUS DALE		TRISSELL, V. C.	7					TRISSELL, V. C.	TRISSELL, V. C. 7		3500935482	{'point': [-99.4532554, 35.121188399999994], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
378	W	5	9	'35121247090000		35.072029999999998	-95.594390000000004					23879	TRINITY OPERATING (USG) LLC	2013-04-03	ALYCE	'1-14H	AC				ALYCE	ALYCE '1-14H	2013-04-03	'3512124709	{'point': [-95.59439, 35.07203], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1040	p	5	7		ARCHER	33.4234812	-98.488889	33.4234812	33.4234812	-98.488889	-98.488889	887867				5				RATER	RATER	RATER 5			{'point': [-98.488889, 33.4234812], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
486	W	4	7	'3500921771		35.392609999999998	-99.940470000000005					19848	ENERVEST OPERATING LLC	2009-11-30	WESTER	'2-34	AC				WESTER	WESTER '2-34	2009-11-30	'3500921771	{'point': [-99.94047, 35.39261], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1015	p	5	7		DIMMIT	28.523456699999997	-99.9024277	28.523456699999997	28.529013	-99.9148713	-99.9024277	875468		2014-05-05T00:00:00		1305H				S MCKNIGHT	S MCKNIGHT	S MCKNIGHT 1305H	2014-05-05		{'point': [-99.9024277, 28.523456699999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
866	p	6	7		HARRISON	32.6733549	-94.1917119	32.6733549	32.6733549	-94.1917119	-94.1917119	660001				2				SLACK	SLACK	SLACK 2			{'point': [-94.1917119, 32.6733549], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
933	a	6	7	3510922076	OKLAHOMA	35.40813	-97.5987					23271	MID-CON ENERGY OPERATING LLC		WILL ROGERS UNIT	49					WILL ROGERS UNIT	WILL ROGERS UNIT 49		3510922076	{'point': [-97.5987, 35.40813], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
488	W	1	7	'35037291480000		35.7834	-96.481999999999999					19470	GLIMP OIL COMPANY LLC	2013-10-21	LENA YAHOLA	'22	AC				LENA YAHOLA	LENA YAHOLA '22	2013-10-21	'3503729148	{'point': [-96.482, 35.7834], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1278	p	8	7		MARTIN	32.4049361	-101.75470279999999	32.4049361	32.4049361	-101.75470279999999	-101.75470279999999	665748		2010-11-21T00:00:00		1	W			HILL '58'	HILL '58'	HILL '58' 1	2010-11-21		{'point': [-101.75470279999999, 32.4049361], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
881	p	8	7		COOKE	33.606406	-97.3969865	33.606406	33.606406	-97.3969865	-97.3969865	69066				1T	R			VOTH H	VOTH H	VOTH H 1T			{'point': [-97.3969865, 33.606406], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
740	p	5	7		STEPHENS	32.846045399999994	-98.70575529999999	32.846045399999994	32.846045399999994	-98.70575529999999	-98.70575529999999	213703		2015-07-02T00:00:00		3	W			WRIGHT 'C'	WRIGHT 'C'	WRIGHT 'C' 3	2015-07-02		{'point': [-98.70575529999999, 32.846045399999994], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
878	p	7	7		YOAKUM	33.00016	-102.8591	33.00016	33.00016	-102.8591	-102.8591	945936				3098				CORNELL UNIT	CORNELL UNIT	CORNELL UNIT 3098			{'point': [-102.8591, 33.00016], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
788	p	6	7		MARTIN	32.2883844	-101.8378667	32.2883844	32.2883844	-101.8378667	-101.8378667	251726				2	W			SHAFFER '2-47'	SHAFFER '2-47'	SHAFFER '2-47' 2			{'point': [-101.8378667, 32.2883844], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1099	p	1	7		JACK	33.2106649	-98.2213373	33.2106649	33.2106649	-98.2213373	-98.2213373	740320		1980-01-02T00:00:00		3	D			PRIDEAUX, J. L. ET AL	PRIDEAUX, J. L. ET AL	PRIDEAUX, J. L. ET AL 3	1980-01-02		{'point': [-98.2213373, 33.2106649], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
59	u	5	-	4200335106	Andrews	32.16885984	-102.77688091					29340	ARCO OIL & GAS CO.	9/7/1985		3		MARTIN (WICHITA)	269	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"" 3"	1985-09-07	4200335106	{'point': [-102.77688091, 32.16885984], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
372	p	8	9		JONES	32.7235151	-99.9612449	32.7235151	32.7235151	-99.9612449	-99.9612449	35410		1995-02-27T00:00:00		6	W			ASPEN-NEWMAN	ASPEN-NEWMAN	ASPEN-NEWMAN 6	1995-02-27		{'point': [-99.9612449, 32.7235151], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1206	p	9	7		WICHITA	34.0679738	-98.65274570000001	34.0679738	34.0679738	-98.65274570000001	-98.65274570000001	521110				2M	W			REILLY-LANDRUM	REILLY-LANDRUM	REILLY-LANDRUM 2M			{'point': [-98.65274570000001, 34.0679738], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
35	p	1	-		ANDREWS	32.1790256	-102.7753625	32.1790256	32.1790256	-102.7753625	-102.7753625	877060		1984-05-17T00:00:00		3	W			"UNIVERSITY ""2"""	"UNIVERSITY ""2"""	"UNIVERSITY ""2"" 3"	1984-05-17		{'point': [-102.7753625, 32.1790256], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
257	W	2	8	'35053233190000		36.883791000000002	-97.725307000000001					22281	SANDRIDGE EXPLORATION & PRODUCTION LLC	2013-08-31	PETRIK 2805	'1-22H	AC				PETRIK 2805	PETRIK 2805 '1-22H	2013-08-31	'3505323319	{'point': [-97.725307, 36.883791], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
333	p	8	9		EASTLAND	32.27043	-98.7415576	32.27043	32.27043	-98.7415576	-98.7415576	474070		2006-06-17T00:00:00		1	W			BLANCETT	BLANCETT	BLANCETT 1	2006-06-17		{'point': [-98.7415576, 32.27043], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
242	W	2	8	'3505122844		34.850034000000001	-97.76943					22220	SHERIDAN PRODUCTION COMPANY LLC	1999-10-03	MCKENNA	'A #2-6	AC				MCKENNA	MCKENNA 'A #2-6	1999-10-03	'3505122844	{'point': [-97.76943, 34.850034], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
656	p	7	7		SCURRY	32.9533389	-100.8720806	32.9533389	32.9530472	-100.8727889	-100.8720806	617544				6435				COGDELL CANYON REEF UNIT	COGDELL CANYON REEF UNIT	COGDELL CANYON REEF UNIT 6435			{'point': [-100.8720806, 32.9533389], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
440	p	6	7		YOAKUM	33.196177	-102.94235359999999	33.196177	33.2110882	-102.93999529999999	-102.94235359999999	342392				7H				FIRST AND FIRST 397	FIRST AND FIRST 397	FIRST AND FIRST 397 7H			{'point': [-102.94235359999999, 33.196177], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
473	p	1	7		GAINES	32.6264821	-102.9575433	32.6264821	32.6264821	-102.9575433	-102.9575433	58915		2000-03-07T00:00:00		1	D			ROACH HEIRS	ROACH HEIRS	ROACH HEIRS 1	2000-03-07		{'point': [-102.9575433, 32.6264821], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
888	p	7	7		JACKSON	28.795911100000005	-96.6087112	28.795911100000005	28.794461100000003	-96.6080334	-96.6087112	386310				2190				WEST RANCH -A-	WEST RANCH -A-	WEST RANCH -A- 2190			{'point': [-96.6087112, 28.795911100000005], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1276	p	2	7		WHEELER	35.568219299999996	-100.0545839	35.568219299999996	35.568219299999996	-100.0545839	-100.0545839	253196		1993-08-16T00:00:00		3	W			BRITT -10-	BRITT -10-	BRITT -10- 3	1993-08-16		{'point': [-100.0545839, 35.568219299999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1016	p	1	7		UPTON	31.401396999999996	-102.2999105	31.401396999999996	31.401396999999996	-102.2999105	-102.2999105	148113		2013-05-18T00:00:00		1654	W			MCELROY, J. T., CONS.	MCELROY, J. T., CONS.	MCELROY, J. T., CONS. 1654	2013-05-18		{'point': [-102.2999105, 31.401396999999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
218	p	3	8		ANDREWS	32.094009	-102.29399000000001	32.094009	32.094009	-102.29399000000001	-102.29399000000001	263696				309				FEE 'BQ'	FEE 'BQ'	FEE 'BQ' 309			{'point': [-102.29399000000001, 32.094009], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
78	u	5	-	4200334425	Andrews	32.16726954	-102.76729039					29347	ARCO PERMIAN	12/17/1992		5		MARTIN (CLEAR FORK)	258	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"" 5"	1992-12-17	4200334425	{'point': [-102.76729039, 32.16726954], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1165	p	1	7		BEE	28.5242288	-97.921153	28.5242288	28.5242288	-97.921153	-97.921153	875230				2				YOWARD	YOWARD	YOWARD 2			{'point': [-97.921153, 28.5242288], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
328	p	6	9		UPTON	31.605323699999996	-102.2439186	31.605323699999996	31.5848173	-102.2362449	-102.2439186	788997				4855LS				BRENDA KATHRYN (SA) AI	BRENDA KATHRYN (SA) AI	BRENDA KATHRYN (SA) AI 4855LS			{'point': [-102.2439186, 31.605323699999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1210	p	8	7		CROCKETT	30.6247598	-101.289705	30.6247598	30.6247598	-101.289705	-101.289705	457780				8	W			COUCH 22	COUCH 22	COUCH 22 8			{'point': [-101.289705, 30.6247598], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
361	W	7	9	'3501724140		35.666893999999999	-98.259191999999999					21194	CIMAREX ENERGY CO	2009-07-24	MCCARLEY	'2-22H	AC				MCCARLEY	MCCARLEY '2-22H	2009-07-24	'350172414	{'point': [-98.259192, 35.666894], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
947	p	1	7		JACKSON	28.7946618	-96.6040272	28.7946618	28.7946618	-96.6040272	-96.6040272	886200		2001-02-22T00:00:00		487	W			WEST RANCH -A-	WEST RANCH -A-	WEST RANCH -A- 487	2001-02-22		{'point': [-96.6040272, 28.7946618], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1108	p	1	7		FORT BEND	29.566856	-95.4980307	29.566856	29.566856	-95.4980307	-95.4980307	76776				53	W			CITIES SERVICE FEE	CITIES SERVICE FEE	CITIES SERVICE FEE 53			{'point': [-95.4980307, 29.566856], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
34	p	1	-		ANDREWS	32.1790256	-102.7753625	32.1790256	32.1790256	-102.7753625	-102.7753625	877060		1984-05-17T00:00:00		3	W			"UNIVERSITY ""2"""	"UNIVERSITY ""2"""	"UNIVERSITY ""2"" 3"	1984-05-17		{'point': [-102.7753625, 32.1790256], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
747	p	3	-		ANDREWS	32.1600234	-102.7439326	32.1600234	32.1600234	-102.7439326	-102.7439326	748011		2010-04-23T00:00:00		16				PHILLIPS UNIVERSITY P	PHILLIPS UNIVERSITY P	PHILLIPS UNIVERSITY P 16	2010-04-23		{'point': [-102.7439326, 32.1600234], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
451	p	1	7		FAYETTE	29.834565700000002	-97.15775620000001	29.834565700000002	29.834565700000002	-97.15775620000001	-97.15775620000001	743215				1	W			UNDERWOOD UNIT	UNDERWOOD UNIT	UNDERWOOD UNIT 1			{'point': [-97.15775620000001, 29.834565700000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
157	u	1	-	4200301757	Andrews	32.17003999	-102.60976461					333767	GREYSTONE OIL & GAS, LLP	1/7/1964		1		TRIPLE-N (PENN., UPPER)	480	"STATE ""BL"""	"STATE ""BL"""	"STATE ""BL"" 1"	1964-01-07	4200301757	{'point': [-102.60976461, 32.17003999], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
519	p	6	-		WARD	31.5762222	-103.1654723	31.5762222	31.5762222	-103.1654723	-103.1654723	775854		2014-05-30T00:00:00		15	W			UNIVERSITY 17-17	UNIVERSITY 17-17	UNIVERSITY 17-17 15	2014-05-30		{'point': [-103.1654723, 31.5762222], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1458	p	9	7		ANDERSON	31.677506800000003	-95.4604422	31.677506800000003	31.677506800000003	-95.4604422	-95.4604422	220897		1987-12-23T00:00:00		1	A			BECKY ANN	BECKY ANN	BECKY ANN 1	1987-12-23		{'point': [-95.4604422, 31.677506800000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1415	W	4	7	'35087219160000		35.026667000000003	-97.458583000000004					21672	CHARTER OAK PRODUCTION CO LLC	2012-05-10	STAPP	'1-6	AC				STAPP	STAPP '1-6	2012-05-10	'3508721916	{'point': [-97.458583, 35.026667], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
544	W	6	7	'35151234800000		36.812609000000002	-98.610281999999998					24174	BCE-MACH LLC	2011-04-05	DEANNA	'1-16H	AC				DEANNA	DEANNA '1-16H	2011-04-05	'351512348	{'point': [-98.610282, 36.812609], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
382	p	3	9		JONES	32.562490999999994	-99.7548411	32.562490999999994	32.562490999999994	-99.7548411	-99.7548411	310382		2012-01-04T00:00:00		G  1	W			SAYLES, HENRY, JR.	SAYLES, HENRY, JR.	SAYLES, HENRY, JR. G  1	2012-01-04		{'point': [-99.7548411, 32.562490999999994], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
570	p	7	7		YOAKUM	33.105163	-102.7293045	33.105163	33.105163	-102.7293045	-102.7293045	847310		1979-05-28T00:00:00		312	W			BENNETT RANCH UNIT	BENNETT RANCH UNIT	BENNETT RANCH UNIT 312	1979-05-28		{'point': [-102.7293045, 33.105163], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
806	p	7	7		LOVING	31.7800019	-103.5055172	31.7800019	31.751760700000002	-103.50886609999999	-103.5055172	370061				3H				STATE-JUDGE 48-3 WS III	STATE-JUDGE 48-3 WS III	STATE-JUDGE 48-3 WS III 3H			{'point': [-103.5055172, 31.7800019], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
457	p	8	-		WARD	31.489885100000002	-103.0968223	31.489885100000002	31.4736576	-103.0925728	-103.0968223	251727		2008-12-22T00:00:00		3H	W			PYOTE GAS UNIT 2	PYOTE GAS UNIT 2	PYOTE GAS UNIT 2 3H	2008-12-22		{'point': [-103.0968223, 31.489885100000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
532	p	1	7		TARRANT	32.6213106	-97.3828817	32.6213106	32.6270915	-97.39961140000001	-97.3828817	842986				4H				FOIL	FOIL	FOIL 4H			{'point': [-97.3828817, 32.6213106], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
390	W	1	-	'35019262200000		34.407375999999999	-97.500308000000004					17710	PRUITT OPERATING COMPANY LLC	2017-05-11	RW RICHARDS	'11 INJ	AC				RW RICHARDS	RW RICHARDS '11 INJ	2017-05-11	'350192622	{'point': [-97.500308, 34.407376], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
808	p	9	7		CHAMBERS	29.705131	-94.5258177	29.705131	29.705131	-94.5258177	-94.5258177	850933		1985-04-27T00:00:00		1	D			MIDDLETON GAS UNIT	MIDDLETON GAS UNIT	MIDDLETON GAS UNIT 1	1985-04-27		{'point': [-94.5258177, 29.705131], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
991	p	4	7		HOWARD	32.511151399999996	-101.64795079999999	32.511151399999996	32.511151399999996	-101.64795079999999	-101.64795079999999	124828				1D				MASSINGILL 20 SWD	MASSINGILL 20 SWD	MASSINGILL 20 SWD 1D			{'point': [-101.64795079999999, 32.511151399999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1357	W	6	7	'35151238430000		36.50722184	-98.578661510000003					23943	FAIRWAY RESOURCES OPERATING III LLC	2013-02-19	SHAWNA	'1-34H	AC				SHAWNA	SHAWNA '1-34H	2013-02-19	'3515123843	{'point': [-98.57866151, 36.50722184], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
535	W	3	7	'35073249480000		36.029539999999997	-97.789709999999999					23991	CHISHOLM OIL & GAS OPERATING LLC	2014-07-26	STATES	'18-6-13 1H	AC				STATES	STATES '18-6-13 1H	2014-07-26	'3507324948	{'point': [-97.78971, 36.02954], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
720	p	5	7		DIMMIT	28.399661100000003	-99.5582417	28.399661100000003	28.4045722	-99.5843973	-99.5582417	797102		2015-06-05T00:00:00		6H				DIAMOND H STATE UNIT B	DIAMOND H STATE UNIT B	DIAMOND H STATE UNIT B 6H	2015-06-05		{'point': [-99.5582417, 28.399661100000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
699	W	4	7	'35095206580000		34.086236	-96.626981999999998					21003	XTO ENERGY INC	2015-07-15	DOCS ALPHA	'1-25H	AC				DOCS ALPHA	DOCS ALPHA '1-25H	2015-07-15	'3509520658	{'point': [-96.626982, 34.086236], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1297	W	6	-	'3514723090		36.654756999999996	-95.888885999999999					21976	BULLSEYE OPERATING LLC	1981-11-11	CRANOR	'20	AC				CRANOR	CRANOR '20	1981-11-11	'351472309	{'point': [-95.888886, 36.654757], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1342	p	3	7		CROSBY	33.5186027	-101.4872723	33.5186027	33.5186027	-101.4872723	-101.4872723	775854				2050				RIDGE UPPER CLEARFORK UNIT	RIDGE UPPER CLEARFORK UNIT	RIDGE UPPER CLEARFORK UNIT 2050			{'point': [-101.4872723, 33.5186027], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1257	p	8	7		WISE	33.3428202	-97.8304537	33.3428202	33.3428202	-97.8304537	-97.8304537	570655				1	W			BLOOMER, C. W.	BLOOMER, C. W.	BLOOMER, C. W. 1			{'point': [-97.8304537, 33.3428202], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
619	p	6	7		UPTON	31.60615	-101.8601695	31.60615	31.591061100000005	-101.8553806	-101.8601695	642652		2016-04-09T00:00:00		4407H				HUGH 27-34	HUGH 27-34	HUGH 27-34 4407H	2016-04-09		{'point': [-101.8601695, 31.60615], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
531	W	1	7	'3503320209		34.411681000000002	-98.286100000000005					4565	SPEIR R M OPERATING COMPANY	1975-10-01	HILTON	'3	AC				HILTON	HILTON '3	1975-10-01	'3503320209	{'point': [-98.2861, 34.411681], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1466	p	5	7		MOORE	35.6808685	-101.770112	35.6808685	35.6808685	-101.770112	-101.770112	760218				46B				SNEED -C-	SNEED -C-	SNEED -C- 46B			{'point': [-101.770112, 35.6808685], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
885	p	3	7		WARD	31.4367648	-103.3023294	31.4367648	31.428312800000004	-103.31100579999999	-103.3023294	216378				1				MILLER STATE 30	MILLER STATE 30	MILLER STATE 30 1			{'point': [-103.3023294, 31.4367648], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1375	p	5	7		WINKLER	31.711644399999997	-102.96157779999999	31.711644399999997	31.711644399999997	-102.96157779999999	-102.96157779999999	73056				108				SEALY-SMITH FOUNDATION 'B'	SEALY-SMITH FOUNDATION 'B'	SEALY-SMITH FOUNDATION 'B' 108			{'point': [-102.96157779999999, 31.711644399999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
53	u	5	-	4200334549	Andrews	32.17132947	-102.76924068					29347	ARCO PERMIAN	12/18/1992		6		MARTIN (CLEAR FORK, LO)	259	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"" 6"	1992-12-18	4200334549	{'point': [-102.76924068, 32.17132947], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
621	W	5	7	'35011234250000		35.725722222222203	-98.4826388888889					3186	CONTINENTAL RESOURCES INC	2011-09-23	CRAWFORD	'1-33H	AC				CRAWFORD	CRAWFORD '1-33H	2011-09-23	'3501123425	{'point': [-98.4826388888889, 35.7257222222222], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1293	W	5	7	'3512302692		34.610033000000001	-96.632656999999995					22220	SHERIDAN PRODUCTION COMPANY LLC	1935-05-21	FITTS WEST UNIT	'29-12	AC				FITTS WEST UNIT	FITTS WEST UNIT '29-12	1935-05-21	'3512302692	{'point': [-96.632657, 34.610033], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
388	W	1	-	'35019262200000		34.407375999999999	-97.500308000000004					17710	PRUITT OPERATING COMPANY LLC	2017-05-11	RW RICHARDS	'11 INJ	AC				RW RICHARDS	RW RICHARDS '11 INJ	2017-05-11	'350192622	{'point': [-97.500308, 34.407376], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1264	p	7	7		MIDLAND	31.750519399999995	-102.14634170000001	31.750519399999995	31.729175	-102.1393917	-102.14634170000001	251691				1H				ABBIE LAINE 30X	ABBIE LAINE 30X	ABBIE LAINE 30X 1H			{'point': [-102.14634170000001, 31.750519399999995], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
903	p	6	7		SAN AUGUSTINE	31.479173600000003	-94.256012	31.479173600000003	31.5027635	-94.25813079999999	-94.256012	40798				3H				KOALA GAS UNIT	KOALA GAS UNIT	KOALA GAS UNIT 3H			{'point': [-94.256012, 31.479173600000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1398	W	2	7	'3504724445		36.350949	-97.557919999999996					19118	M M ENERGY INC	2008-01-29	LAURA CREWS SOUTH	'14	AC				LAURA CREWS SOUTH	LAURA CREWS SOUTH '14	2008-01-29	'3504724445	{'point': [-97.55792, 36.350949], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
976	W	2	7	'35053232870000		36.637777	-97.984791999999999					23072	ARP OKLAHOMA LLC	2013-06-13	RUBY	'2-18H	AC				RUBY	RUBY '2-18H	2013-06-13	'3505323287	{'point': [-97.984792, 36.637777], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
795	p	4	7		TOM GREEN	31.5333037	-101.2119572	31.5333037	31.5333037	-101.2119572	-101.2119572	423716				2411				PFLUGER D	PFLUGER D	PFLUGER D 2411			{'point': [-101.2119572, 31.5333037], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
65	p	1	-		ANDREWS	32.1493396	-102.7610264	32.1493396	32.1493396	-102.7610264	-102.7610264	663680				2				UNIVERSITY T	UNIVERSITY T	UNIVERSITY T 2			{'point': [-102.7610264, 32.1493396], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1449	W	5	7	'35121245900000		35.057180000000002	-95.780429999999996					23879	TRINITY OPERATING (USG) LLC	2011-08-24	ASHMORE	'3-24H	AC				ASHMORE	ASHMORE '3-24H	2011-08-24	'351212459	{'point': [-95.78043, 35.05718], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
