	origin_source_name	origin_entity_id	tamr_id	API_NUMBER	COUNTY	LATITUDE_UNIFIED	LONGITUDE_UNIFIED	LATITUDE_SURFACE	LATITUDE_BOTTOM	LONGITUDE_BOTTOM	LONGITUDE_SURFACE	OPERATOR_ID	OPERATOR_NAME	SPUD_DATE	WELL_NAME	WELL_NUMBER	WELL_STATUS	FIELD_NAME	FIELD_ID	LEASE_NAME	NAMES_UNIFIED	WELL_NAME_UNIFIED	SPUD_DATE_tamr	API_NUMBER_strip	Geofeature
343	p	4	9		RUNNELS	31.8467549	-100.08196240000001	31.8467549	31.8467549	-100.08196240000001	-100.08196240000001	931621				2S				EVANS	EVANS	EVANS 2S			{'point': [-100.08196240000001, 31.8467549], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
848	p	2	7		TARRANT	32.618513199999995	-97.1466495	32.618513199999995	32.606018	-97.13941740000001	-97.1466495	147715		2009-12-27T00:00:00		1H	W			WHITE SOUTH	WHITE SOUTH	WHITE SOUTH 1H	2009-12-27		{'point': [-97.1466495, 32.618513199999995], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
700	W	4	7	'3500921455		35.365555555555559	-99.374222222222215					7697	WILLIFORD ENERGY COMPANY	2005-02-16	CITY OF ELK CITY	'1-1	PA				CITY OF ELK CITY	CITY OF ELK CITY '1-1	2005-02-16	'3500921455	{'point': [-99.37422222222222, 35.36555555555556], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
859	p	2	7		HOWARD	32.0891493	-101.2718382	32.0891493	32.0891493	-101.2718382	-101.2718382	172230		1992-02-18T00:00:00		26	W			"REED ""A"""	"REED ""A"""	"REED ""A"" 26"	1992-02-18		{'point': [-101.2718382, 32.0891493], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
637	W	3	7	'35083242370000		36.084491999999997	-97.371319999999997					23358	WHITE STAR PETROLEUM LLC	2013-12-18	FRIEND 3-19N-4W	'1WH	AC				FRIEND 3-19N-4W	FRIEND 3-19N-4W '1WH	2013-12-18	'3508324237	{'point': [-97.37132, 36.084492], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
751	p	3	7		ECTOR	31.9167527	-102.74962629999999	31.9167527	31.9167527	-102.74962629999999	-102.74962629999999	774720		1994-07-25T00:00:00		413	W			TXL NORTH UNIT	TXL NORTH UNIT	TXL NORTH UNIT 413	1994-07-25		{'point': [-102.74962629999999, 31.9167527], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
652	p	9	7		EASTLAND	32.4210662	-98.78480440000001	32.4210662	32.4210662	-98.78480440000001	-98.78480440000001	614120				1	W			TINDALL IV	TINDALL IV	TINDALL IV 1			{'point': [-98.78480440000001, 32.4210662], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
681	p	1	7		COLORADO	29.7063935	-96.48308409999999	29.7063935	29.709773600000002	-96.4798045	-96.48308409999999	810815				2				FURRY	FURRY	FURRY 2			{'point': [-96.48308409999999, 29.7063935], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
918	p	7	7		TARRANT	32.547171999999996	-97.2998949	32.547171999999996	32.5595968	-97.29904909999999	-97.2998949	216378				2H				ROSS, MARY	ROSS, MARY	ROSS, MARY 2H			{'point': [-97.2998949, 32.547171999999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
287	W	3	8	'3508323883		35.95485	-97.472750000000005					22387	HENDERSON OPERATING LLC	2008-05-17	CRESCENT THUNDER	'10	AC				CRESCENT THUNDER	CRESCENT THUNDER '10	2008-05-17	'3508323883	{'point': [-97.47275, 35.95485], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
205	W	4	8	'35009218430000		35.42098	-99.949100000000001					23429	FOURPOINT ENERGY LLC	2012-04-18	CLARENCE B 21-11-26	'1H	AC				CLARENCE B 21-11-26	CLARENCE B 21-11-26 '1H	2012-04-18	'3500921843	{'point': [-99.9491, 35.42098], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
919	p	1	7		REEVES	31.3881814	-103.49635959999999	31.3881814	31.3881814	-103.49635959999999	-103.49635959999999	182150		1983-01-29T00:00:00		1	W			PREWIT, B. N. TR.	PREWIT, B. N. TR.	PREWIT, B. N. TR. 1	1983-01-29		{'point': [-103.49635959999999, 31.3881814], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1198	p	9	7		MARTIN	32.294958799999996	-101.7922023	32.294958799999996	32.294958799999996	-101.7922023	-101.7922023	251726		2014-01-29T00:00:00		1	W			POLLOCK '34'	POLLOCK '34'	POLLOCK '34' 1	2014-01-29		{'point': [-101.7922023, 32.294958799999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1180	W	2	7	'35053233570000		36.607377	-98.032922999999997					23072	ARP OKLAHOMA LLC	2014-01-24	BLOODHOUND	'2-35	AC				BLOODHOUND	BLOODHOUND '2-35	2014-01-24	'3505323357	{'point': [-98.032923, 36.607377], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1427	p	1	7		WISE	33.0826146	-97.8733847	33.0826146	33.0826146	-97.8733847	-97.8733847	150683				6W				CRAWFORD, H. P. UNIT	CRAWFORD, H. P. UNIT	CRAWFORD, H. P. UNIT 6W			{'point': [-97.8733847, 33.0826146], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
408	p	1	7		COMANCHE	32.05084960000001	-98.7842436	32.05084960000001	32.05084960000001	-98.7842436	-98.7842436	40694				2	W			HUFSTUTLER	HUFSTUTLER	HUFSTUTLER 2			{'point': [-98.7842436, 32.05084960000001], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
32	p	1	-		ANDREWS	32.1560093	-102.6167771	32.1560093	32.1560093	-102.6167771	-102.6167771	338130				7				STATE FK	STATE FK	STATE FK 7			{'point': [-102.6167771, 32.1560093], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
312	p	8	9		SUTTON	30.2936042	-100.49836479999999	30.2936042	30.2936042	-100.49836479999999	-100.49836479999999	222282		2006-10-21T00:00:00		1065X	W			CANYON RANCH	CANYON RANCH	CANYON RANCH 1065X	2006-10-21		{'point': [-100.49836479999999, 30.2936042], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
558	W	4	7	'35095205930000		34.157116000000002	-96.810912999999999					21003	XTO ENERGY INC	2012-09-28	BUTLER	'1-6H5	AC				BUTLER	BUTLER '1-6H5	2012-09-28	'3509520593	{'point': [-96.810913, 34.157116], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
776	p	1	7		JIM WELLS	27.989633299999998	-97.9001306	27.989633299999998	27.989633299999998	-97.9001306	-97.9001306	19365				1				SHOEMAKER	SHOEMAKER	SHOEMAKER 1			{'point': [-97.9001306, 27.989633299999998], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
509	W	1	7	'35045231580000		36.070822	-99.769526999999997					16231	EOG RESOURCES INC	2012-01-26	DAVIS DAUGHTERS	'4-IVH	AC				DAVIS DAUGHTERS	DAVIS DAUGHTERS '4-IVH	2012-01-26	'3504523158	{'point': [-99.769527, 36.070822], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1159	p	3	7		THROCKMORTON	32.9959504	-99.1765247	32.9959504	32.9959504	-99.1765247	-99.1765247	388861		2011-10-08T00:00:00		1	W			WBRR 1192	WBRR 1192	WBRR 1192 1	2011-10-08		{'point': [-99.1765247, 32.9959504], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
263	p	7	8		WILBARGER	34.0470441	-99.1180803	34.0470441	34.0470441	-99.1180803	-99.1180803	251989		2004-12-13T00:00:00		2001	W			WAGGONER-EPCO	WAGGONER-EPCO	WAGGONER-EPCO 2001	2004-12-13		{'point': [-99.1180803, 34.0470441], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
80	u	5	-	4200334425	Andrews	32.16726954	-102.76729039					29347	ARCO PERMIAN	12/17/1992		5		MARTIN (CLEAR FORK)	258	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"" 5"	1992-12-17	4200334425	{'point': [-102.76729039, 32.16726954], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
655	p	1	7		SUTTON	30.620791600000004	-100.8721939	30.620791600000004	30.6207026	-100.8717857	-100.8721939	228125		2000-07-15T00:00:00		1592	Y			"MAYER RANCH ""TTT"""	"MAYER RANCH ""TTT"""	"MAYER RANCH ""TTT"" 1592"	2000-07-15		{'point': [-100.8721939, 30.620791600000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
533	p	5	7		REEVES	31.870311100000002	-104.02845	31.870311100000002	31.8978082	-104.0282284	-104.02845	172232				2H				BLUE MARLIN STATE UNIT	BLUE MARLIN STATE UNIT	BLUE MARLIN STATE UNIT 2H			{'point': [-104.02845, 31.870311100000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1085	p	6	7		SAN AUGUSTINE	31.479173600000003	-94.256012	31.479173600000003	31.5027635	-94.25813079999999	-94.256012	40798				3H				KOALA GAS UNIT	KOALA GAS UNIT	KOALA GAS UNIT 3H			{'point': [-94.256012, 31.479173600000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1279	p	8	7		JACK	33.3343949	-98.236041	33.3343949	33.3343949	-98.236041	-98.236041	831598		2008-05-01T00:00:00		1	W			HENDERSON	HENDERSON	HENDERSON 1	2008-05-01		{'point': [-98.236041, 33.3343949], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
31	p	1	-		ANDREWS	32.1560093	-102.6167771	32.1560093	32.1560093	-102.6167771	-102.6167771	338130				7				STATE FK	STATE FK	STATE FK 7			{'point': [-102.6167771, 32.1560093], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
398	p	3	7		MARION	32.864295500000004	-94.5598321	32.864295500000004	32.864295500000004	-94.5598321	-94.5598321	216378		2005-11-23T00:00:00		6	W			J. A. NEAL UNIT	J. A. NEAL UNIT	J. A. NEAL UNIT 6	2005-11-23		{'point': [-94.5598321, 32.864295500000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
159	u	8	-	4200343145	Andrews	32.42831806	-102.28837081					217012	DIAMONDBACK E&P LLC	10/25/2011		5		LOWE, WEST (STRAWN)	754	"UL II ""49"""	"UL II ""49"""	"UL II ""49"" 5"	2011-10-25	4200343145	{'point': [-102.28837081, 32.42831806], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1251	p	2	7		BROWN	31.550452000000003	-99.1728468	31.550452000000003	31.550452000000003	-99.1728468	-99.1728468	334965				8	D			OVERTON	OVERTON	OVERTON 8			{'point': [-99.1728468, 31.550452000000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
555	W	1	7	'35003226810000		36.769007999999999	-98.364459999999994					22281	SANDRIDGE EXPLORATION & PRODUCTION LLC	2013-08-11	CHURCHILL 2711	'4-34H	AC				CHURCHILL 2711	CHURCHILL 2711 '4-34H	2013-08-11	'3500322681	{'point': [-98.36446, 36.769008], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
927	W	1	7	'35037292370000		36.036102174	-96.597364138000003					23271	MID-CON ENERGY OPERATING LLC	2014-12-18	M FARRIS	'34	AC				M FARRIS	M FARRIS '34	2014-12-18	'3503729237	{'point': [-96.597364138, 36.036102174], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
313	p	8	9		GARZA	33.150696	-101.3314872	33.150696	33.150696	-101.3314872	-101.3314872	817400				W  1IW	W			STOKER, K.	STOKER, K.	STOKER, K. W  1IW			{'point': [-101.3314872, 33.150696], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
197	p	9	1		ANDREWS	32.4303679	-102.3365051	32.4303679	32.4303679	-102.3365051	-102.3365051	147715		2011-12-05T00:00:00		5	W			UNIVERSITY 5-34	UNIVERSITY 5-34	UNIVERSITY 5-34 5	2011-12-05		{'point': [-102.3365051, 32.4303679], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
560	W	2	7	'3505123164		35.243088	-97.814840000000004					24127	ROAN RESOURCES LLC	2003-12-23	ARTERBERRY	'1-22	AC				ARTERBERRY	ARTERBERRY '1-22	2003-12-23	'3505123164	{'point': [-97.81484, 35.243088], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
121	u	8	-	4200342346	Andrews	32.38919533	-102.48470129					924624	WILLIAMS, CLAYTON ENERGY, INC.	10/7/2011		1		MAGUTEX (STRAWN)	254	"ANDREWS UNIVERSITY ""42"""	"ANDREWS UNIVERSITY ""42"""	"ANDREWS UNIVERSITY ""42"" 1"	2011-10-07	4200342346	{'point': [-102.48470129, 32.38919533], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1201	p	8	7		CRANE	31.400901300000005	-102.5261344	31.400901300000005	31.400901300000005	-102.5261344	-102.5261344	216378				216	W			LEA, P.J.	LEA, P.J.	LEA, P.J. 216			{'point': [-102.5261344, 31.400901300000005], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
974	p	2	7		LIPSCOMB	36.2942291	-100.26419709999999	36.2942291	36.2942291	-100.26419709999999	-100.26419709999999	40798		2005-03-26T00:00:00		5	W			MILLER -B-	MILLER -B-	MILLER -B- 5	2005-03-26		{'point': [-100.26419709999999, 36.2942291], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1131	p	7	7		KARNES	28.7654519	-97.9800516	28.7654519	28.773387800000002	-97.9884323	-97.9800516	525398				5H				BAILEY-RETZLOFF UNIT	BAILEY-RETZLOFF UNIT	BAILEY-RETZLOFF UNIT 5H			{'point': [-97.9800516, 28.7654519], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
407	p	5	-		ANDREWS	32.1181466	-102.68774509999999	32.1181466	32.1181466	-102.68774509999999	-102.68774509999999	209280				2				"UNIVERSITY ""33"" - 2"	"UNIVERSITY ""33"" - 2"	"UNIVERSITY ""33"" - 2 2"			{'point': [-102.68774509999999, 32.1181466], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1240	p	9	7		JACK	33.3108322	-98.3026261	33.3108322	33.3108322	-98.3026261	-98.3026261	516105				1B	W			ROGERS, T. F. ET AL	ROGERS, T. F. ET AL	ROGERS, T. F. ET AL 1B			{'point': [-98.3026261, 33.3108322], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
797	W	3	7	'35083241090000		36.131970000000003	-97.441779999999994					23358	WHITE STAR PETROLEUM LLC	2013-08-14	BULLING 18-19N-2W	'1WMH	AC				BULLING 18-19N-2W	BULLING 18-19N-2W '1WMH	2013-08-14	'3508324109	{'point': [-97.44178, 36.13197], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1394	p	3	7		LIPSCOMB	36.231876299999996	-100.2378437	36.231876299999996	36.231876299999996	-100.2378437	-100.2378437	535720				1	W			WRIGHT	WRIGHT	WRIGHT 1			{'point': [-100.2378437, 36.231876299999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
551	p	9	7		MONTGOMERY	30.1155555	-95.7027777	30.1155555	30.115325	-95.70020190000001	-95.7027777	164464		1995-08-22T00:00:00		2	W			BAYER, G.	BAYER, G.	BAYER, G. 2	1995-08-22		{'point': [-95.7027777, 30.1155555], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
320	p	9	9		WICHITA	34.0677658	-98.6514011	34.0677658	34.0677658	-98.6514011	-98.6514011	35633				11A	W			REILLY, H.	REILLY, H.	REILLY, H. 11A			{'point': [-98.6514011, 34.0677658], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1438	p	5	7		ROBERTS	35.8112375	-100.61931990000001	35.8112375	35.8247096	-100.62393320000001	-100.61931990000001	40798		2015-05-20T00:00:00		4H				CHAMBERS, J. S.	CHAMBERS, J. S.	CHAMBERS, J. S. 4H	2015-05-20		{'point': [-100.61931990000001, 35.8112375], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1130	W	4	7	'35085212280000		33.996372000000001	-97.295060000000007					21003	XTO ENERGY INC	2014-06-17	BRETT	'1-34H27	AC				BRETT	BRETT '1-34H27	2014-06-17	'3508521228	{'point': [-97.29506, 33.996372], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
493	W	8	7	'35017244770000		35.449604999999998	-98.130731999999995					20751	DEVON ENERGY PRODUCTION CO LP	2012-08-19	C&E	'1-11H	AC				C&E	C&E '1-11H	2012-08-19	'3501724477	{'point': [-98.130732, 35.449605], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
582	W	2	7	'35049248940000		34.7369646	-97.433813999999998					17205	RANKEN ENERGY CORPORATION	2012-04-24	GUTHRIE	'1-17	PA				GUTHRIE	GUTHRIE '1-17	2012-04-24	'3504924894	{'point': [-97.433814, 34.7369646], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
566	p	1	7		WISE	33.364230400000004	-97.5807072	33.364230400000004	33.364230400000004	-97.5807072	-97.5807072	570655				1	D			SINGLETON, J. R.	SINGLETON, J. R.	SINGLETON, J. R. 1			{'point': [-97.5807072, 33.364230400000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
856	p	9	7		EASTLAND	32.2787089	-99.01708559999999	32.2787089	32.2787089	-99.01708559999999	-99.01708559999999	230772				2	W			LIESKE	LIESKE	LIESKE 2			{'point': [-99.01708559999999, 32.2787089], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
318	W	1	9	'35003225200000		36.739899999999999	-98.456999999999994					23079	MIDSTATES PETROLEUM CO LLC	2013-03-21	RICHTER	'1H-11	AC				RICHTER	RICHTER '1H-11	2013-03-21	'350032252	{'point': [-98.457, 36.7399], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
636	p	9	7		LEE	30.341635200000002	-96.8441669	30.341635200000002	30.341635200000002	-96.8441669	-96.8441669	49777				1				LERCHE, C.	LERCHE, C.	LERCHE, C. 1			{'point': [-96.8441669, 30.341635200000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1145	W	2	7	'35047249350000		36.578612	-97.948378000000005					23072	ARP OKLAHOMA LLC	2014-09-30	ST. BERNARD	'5-9H	AC				ST. BERNARD	ST. BERNARD '5-9H	2014-09-30	'3504724935	{'point': [-97.948378, 36.578612], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
396	p	3	7		BRAZOS	30.610550500000002	-96.257098	30.610550500000002	30.5983488	-96.2423438	-96.257098	27200				3H				RAE	RAE	RAE 3H			{'point': [-96.257098, 30.610550500000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
327	p	3	9		JACK	33.3117345	-98.35734120000001	33.3117345	33.3117345	-98.35734120000001	-98.35734120000001	567000				4	D			"LESTER CARTER ""B"""	"LESTER CARTER ""B"""	"LESTER CARTER ""B"" 4"			{'point': [-98.35734120000001, 33.3117345], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
62	u	5	-	4200335106	Andrews	32.16885984	-102.77688091					29340	ARCO OIL & GAS CO.	9/7/1985		3		MARTIN (WICHITA)	269	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"" 3"	1985-09-07	4200335106	{'point': [-102.77688091, 32.16885984], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
839	p	5	7		WARD	31.486408299999997	-102.8110945	31.486408299999997	31.486408299999997	-102.8110945	-102.8110945	73056		2015-03-09T00:00:00		6				LAWRENCE	LAWRENCE	LAWRENCE 6	2015-03-09		{'point': [-102.8110945, 31.486408299999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
203	p	6	8		HARRISON	32.4033923	-94.60183359999999	32.4033923	32.4033923	-94.60183359999999	-94.60183359999999	861786		1978-12-13T00:00:00		4	W			TOMLINSON-LETOURNEAU	TOMLINSON-LETOURNEAU	TOMLINSON-LETOURNEAU 4	1978-12-13		{'point': [-94.60183359999999, 32.4033923], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
102	p	3	-		ANDREWS	32.1850458	-102.7680408	32.1850458	32.1850458	-102.7680408	-102.7680408	663680		1990-11-01T00:00:00		1	W			TEXAS UNIVERSITY R	TEXAS UNIVERSITY R	TEXAS UNIVERSITY R 1	1990-11-01		{'point': [-102.7680408, 32.1850458], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
93	p	2	-		ANDREWS	32.1704314	-102.771979	32.1704314	32.1704314	-102.771979	-102.771979	29340		1993-12-02T00:00:00		1	W			"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"" 1"	1993-12-02		{'point': [-102.771979, 32.1704314], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
399	p	5	7		MARTIN	32.287573800000004	-102.2034573	32.287573800000004	32.287573800000004	-102.2034573	-102.2034573	684474		2014-05-20T00:00:00		3	W			MABEE G	MABEE G	MABEE G 3	2014-05-20		{'point': [-102.2034573, 32.287573800000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1310	p	1	7		SCURRY	32.5430848	-100.99011259999999	32.5430848	32.5430848	-100.99011259999999	-100.99011259999999	607480				63-17	W			IRA (1700' ZONE) UNIT	IRA (1700' ZONE) UNIT	IRA (1700' ZONE) UNIT 63-17			{'point': [-100.99011259999999, 32.5430848], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
781	p	1	7		ZAPATA	26.970666700000002	-99.29167609999999	26.970666700000002	26.970666700000002	-99.29167609999999	-99.29167609999999	613760		2004-07-20T00:00:00		1	W			NCOC MINERAL FEE	NCOC MINERAL FEE	NCOC MINERAL FEE 1	2004-07-20		{'point': [-99.29167609999999, 26.970666700000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
293	p	1	9		STARR	26.4825336	-98.47401409999999	26.4825336	26.482745399999995	-98.47860809999999	-98.47401409999999	250446		1998-06-07T00:00:00		1	W			CHEVRON BTLT	CHEVRON BTLT	CHEVRON BTLT 1	1998-06-07		{'point': [-98.47401409999999, 26.4825336], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
715	p	1	7		SUTTON	30.505576799999996	-100.88398640000001	30.505576799999996	30.505576799999996	-100.88398640000001	-100.88398640000001	691703				10				HILL, WESS	HILL, WESS	HILL, WESS 10			{'point': [-100.88398640000001, 30.505576799999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1373	p	9	7		REEVES	31.521032899999998	-103.7223967	31.521032899999998	31.541392699999996	-103.7225305	-103.7223967	253162				1H				STATE BLUEWING UNIT A	STATE BLUEWING UNIT A	STATE BLUEWING UNIT A 1H			{'point': [-103.7223967, 31.521032899999998], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
11	u	1	-	4213505129	Ector	31.6664211	-102.57793381					154235	CITATION OIL & GAS CORP.	5/5/1981		13		PENWELL (GLORIETA)	364	"UNIVERSITY ""D"""	"UNIVERSITY ""D"""	"UNIVERSITY ""D"" 13"	1981-05-05	4213505129	{'point': [-102.57793381, 31.6664211], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
96	p	2	-		ANDREWS	32.1704314	-102.771979	32.1704314	32.1704314	-102.771979	-102.771979	29340		1993-12-02T00:00:00		1	W			"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"" 1"	1993-12-02		{'point': [-102.771979, 32.1704314], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
827	W	2	7	'35047248530000		36.578594000000002	-97.959599999999995					23072	ARP OKLAHOMA LLC	2014-05-24	SALUKI	'4-4H	AC				SALUKI	SALUKI '4-4H	2014-05-24	'3504724853	{'point': [-97.9596, 36.578594], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
277	p	2	8		WICHITA	34.0606742	-98.6540542	34.0606742	34.0606742	-98.6540542	-98.6540542	35633		1993-05-26T00:00:00		134A	W			VILES, W.W.	VILES, W.W.	VILES, W.W. 134A	1993-05-26		{'point': [-98.6540542, 34.0606742], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
907	p	1	7		JIM WELLS	27.9873401	-98.13929559999998	27.9873401	27.9873401	-98.13929559999998	-98.13929559999998	787180		1998-08-20T00:00:00		301	W			FREEBORN-ROWENA	FREEBORN-ROWENA	FREEBORN-ROWENA 301	1998-08-20		{'point': [-98.13929559999998, 27.9873401], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
134	u	6	-	4200335919	Andrews	32.34222592	-102.66718464					630555	OXY USA WTP LP	10/12/1987		1		DEEP ROCK (GLORIETA 5950)	49	"UNIVERSITY ""CI"""	"UNIVERSITY ""CI"""	"UNIVERSITY ""CI"" 1"	1987-10-12	4200335919	{'point': [-102.66718464, 32.34222592], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1325	p	1	7		CRANE	31.531355199999997	-102.6822185	31.531355199999997	31.531355199999997	-102.6822185	-102.6822185	15140				11	W			MCKNIGHT, M. B.	MCKNIGHT, M. B.	MCKNIGHT, M. B. 11			{'point': [-102.6822185, 31.531355199999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
